Name (or Code),RIC,ISIN,CUSIP/CINS,Type of Equity,Exchange,Country of Issuer
In-Motion Ord Shs,IXUG.F^C16,DE0006223803,D3570R100,Ordinary Share,Frankfurt Stock Exchange,Germany
Orenstein & Kop Common Stock,OKOG.F^C03,DE0006865009,D59240149,Ordinary Share,Frankfurt Stock Exchange,Germany
CBB Holding Common Stock,COBGe.F^F02,DE0005444012,D1490P105,Ordinary Share,Frankfurt Stock Exchange,Germany
Net-m privatbank 1891 Ord Shs,BVWG.F^C16,DE0008013400,D0602Y103,Ordinary Share,Frankfurt Stock Exchange,Germany
Systematics AG Common Stock,YYSG.F^J02,DE0007276800,D8281U102,Ordinary Share,Frankfurt Stock Exchange,Germany
Prodacta Ord Shs,POAG.F^K13,DE0007867301,D6199E103,Ordinary Share,Frankfurt Stock Exchange,Germany
Consors Discount Common Stock,CSOG.F^L02,DE0005427009,D1610Q108,Ordinary Share,Frankfurt Stock Exchange,Germany
Ejay AG Common Stock,EJ1G.F^E02,DE0005495709,D3620M127,Ordinary Share,Frankfurt Stock Exchange,Germany
Robert Cordier Ord Shs,CODG.DE^A09,DE0005452403,D65767101,Ordinary Share,Xetra,Germany
Goldschmidt AG Common Stock,GOLG.DE^A05,DE0005893002,D28471114,Ordinary Share,Xetra,Germany
Hageda AG Ord Shs,HAGG.DE^C08,DE0006005002,D29125107,Ordinary Share,Xetra,Germany
Koetitzer Leder Ord Shs,KOTG.DE^L08,DE0006318009,D40145126,Ordinary Share,Xetra,Germany
Walter AG Common Stock,WATG.DE^L05,DE0007752909,D95125106,Ordinary Share,Xetra,Germany
Helkon Media AG Ord Shs,HEKG.DE^K09,DE0006080500,D3194X103,Ordinary Share,Xetra,Germany
Herzog Telecom Ord Shs,HZTG.DE^G09,DE0005777700,D32436103,Ordinary Share,Xetra,Germany
Teamwork Info Ord Shs,TWKG.DE^D09,DE0007241614,D82993110,Ordinary Share,Xetra,Germany
Jumptec Ord Shs,JMPG.DE^H02,DE0006090608,D3753Y104,Ordinary Share,Xetra,Germany
Gerreshm Glas Common Stock,GERG.DE^G03,DE0005873004,D2815P101,Ordinary Share,Xetra,Germany
Kiekert AG Common Stock,KIEG.DE^H02,DE0006286206,D3887K111,Ordinary Share,Xetra,Germany
Innovativ-Dig Media Ord Shs,IDLGk.DE^I10,DE000A0L1NK1,D3571R117,Ordinary Share,Xetra,Germany
Mosaic Software Ord Shs,MSWG.DE^C09,DE0007100208,D5506S102,Ordinary Share,Xetra,Germany
CAA Ord Shs,CAAG.DE^J02,DE0006176001,D1463E103,Ordinary Share,Xetra,Germany
Knuerr-Mechanik Ord Shs,KNRG.DE^J08,DE0006296908,D39347139,Ordinary Share,Xetra,Germany
AGIV AG Ord Shs,AFIGe.F^G02,,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
MAN AG Common Stock,MANGa.F^J02,DE0005937049,D51716146,Ordinary Share,Frankfurt Stock Exchange,Germany
Elexis V Ord Shs,EEX1v.DE^G11,DE000A1KRC81,D2457W117,Ordinary Share,Xetra,Germany
China Specialty Glass Ord Shs,CSGG.F^L19,DE000A1EL8Y8,D14989103,Ordinary Share,Frankfurt Stock Exchange,Germany
Lenswista E Ord Shs,LZVGe.F^B12,DE000A1KRE71,D5051R152,Ordinary Share,Frankfurt Stock Exchange,Germany
Pokollos Capital Ord Shs,PKOG.F^B12,DE000A1KREJ2,D6151G104,Ordinary Share,Frankfurt Stock Exchange,Germany
OCeanica Ord Shs,OCQG.F^A17,DE0006901705,D59810115,Ordinary Share,Frankfurt Stock Exchange,Germany
Stollwerck AG Common Stock,STLGa.F^J02,DE0007280026,D81641116,Ordinary Share,Frankfurt Stock Exchange,Germany
Trading HouseNet Ord Shs,TDUG.F^C16,DE0006632201,D8413M101,Ordinary Share,Frankfurt Stock Exchange,Germany
C.Bechstein Pianofortefabrik Ord Shs,BEPG.BE^K16,DE000A13SXG9,D1493B160,Ordinary Share,Berlin Stock Exchange,Germany
KBC Bank Dtschld Ord Shs,BVBG.D^G08,DE0008016007,D05992116,Ordinary Share,Dusseldorf Stock Exchange,Germany
Innohype Capital Ord Shs,N1VAn.H^I15,DE000A1YC889,D3R8AX100,Ordinary Share,Hamburg Stock Exchange,Germany
Custodia Holding Ord Shs,LBRG.H^I18,DE0006496003,D16492122,Ordinary Share,Hamburg Stock Exchange,Germany
Koeln Verwaltg Ord Shs,KVVG.D^G07,DE0008411000,D39689100,Ordinary Share,Dusseldorf Stock Exchange,Germany
Gameforge Berlin Ord Shs,FRGG.SG^H13,DE000A0F47J1,D2800X101,Ordinary Share,Stuttgart Stock Exchange,Germany
Nymphenburg Imm Ord Shs,LBNG.MU^G17,DE0006495104,D4935Y103,Ordinary Share,Munich Stock Exchange,Germany
XB Systems Ord Shs,XB3.MU^I21,DE000A3H3LX7,D9823F108,Ordinary Share,Munich Stock Exchange,Germany
Oppmann Immobilien Ord Shs,SOPG.MU^G21,DE0007228504,D69415103,Ordinary Share,Munich Stock Exchange,Germany
Allgemeine Gold & Silberscheideanstalt Ord Shs,AGSG.MU^I21,DE0005038509,D02912109,Ordinary Share,Munich Stock Exchange,Germany
CameraWork Ord Shs,NHTG.BE^D18,DE0006771504,D57416105,Ordinary Share,Berlin Stock Exchange,Germany
Agrar Invest Romania Ord Shs,RAR.D^K17,DE000A1EWZH4,D0375G107,Ordinary Share,Dusseldorf Stock Exchange,Germany
Delta Lloyd Lebensver Ord Shs,BLVG.D^B10,DE0008409004,D09800117,Ordinary Share,Dusseldorf Stock Exchange,Germany
IG Farbenindustrie Ord Shs,IGLG.D^K12,DE0005759070,D34673109,Ordinary Share,Dusseldorf Stock Exchange,Germany
Eurag Common Stock,SABO.D^B04,DE0007151607,D66536109,Ordinary Share,Dusseldorf Stock Exchange,Germany
Matthias Hohner Ord Shs,HOHG.SG^E14,DE0006079007,D33647104,Ordinary Share,Stuttgart Stock Exchange,Germany
RA-MICRO Software N Ord Shs,RA9n.BE^J19,DE000A1MMD34,D6S146103,Ordinary Share,Berlin Stock Exchange,Germany
Design Hotels Ord Shs,LBAG.H^B21,DE0005141006,D3505F106,Ordinary Share,Hamburg Stock Exchange,Germany
Realtime Technology Ord Shs,R1TGn.BE^L14,DE0007012205,D3347A109,Ordinary Share,Berlin Stock Exchange,Germany
PIRONET Ord Shs,PNGG.H^D19,DE0006916406,D61207102,Ordinary Share,Hamburg Stock Exchange,Germany
Regentalbahn AG Ord Shs,REGG.MU^F06,DE0008290107,D63658104,Ordinary Share,Munich Stock Exchange,Germany
Koelner Buerger Ord Shs,KBGG.D^G15,DE000A0E9557,D3958M111,Ordinary Share,Dusseldorf Stock Exchange,Germany
RENERCO Renewable Ener.Conc. Ord Shs,8RNn.H^L12,DE0007660821,D64114107,Ordinary Share,Hamburg Stock Exchange,Germany
Sattler & Partner Ord Shs,SRWG.H^I16,DE000A0HN4M8,D6705V128,Ordinary Share,Hamburg Stock Exchange,Germany
Hofbrau Wolters Ord Shs,HOWG.HA^J10,DE0006074800,D33362100,Ordinary Share,Hanover Stock Exchange,Germany
Online Marketing Solutions Ord Shs,OMLG.H^J14,DE000A0Z2318,D5884B101,Ordinary Share,Hamburg Stock Exchange,Germany
Tempelhofer Feld Common Stock,TEMG.BE^C05,DE0007458002,D83028106,Ordinary Share,Berlin Stock Exchange,Germany
Kaessbohrer Ord Shs,KAEG.MU^K15,DE0006262009,D37626104,Ordinary Share,Munich Stock Exchange,Germany
Esterer Ord Shs,ESTGn.MU^A17,DE0006577026,D25415114,Ordinary Share,Munich Stock Exchange,Germany
Schlossgartenbau Ord Shs,SGBG.SG^C16,DE0007306003,D67847109,Ordinary Share,Stuttgart Stock Exchange,Germany
GBWAG Bayerische Wohnungs Ord Shs,GWBG.MU^C14,DE0005863203,D27799135,Ordinary Share,Munich Stock Exchange,Germany
Staatl Mineralbrunnen Bad Brueckenau Ord Shs,SLBG.MU^L21,DE0007251407,D76198106,Ordinary Share,Munich Stock Exchange,Germany
John Deere Lanz Ord Shs,JDLG.SG^A13,DE0006511009,D37523103,Ordinary Share,Stuttgart Stock Exchange,Germany
W Jacobsen AG Common Stock,JACG.H^G05,DE0006211006,D37067101,Ordinary Share,Hamburg Stock Exchange,Germany
Brain Abwicklungsgesellschaft Ord Shs,BNIG.SG^L10,DE0005252506,D12451106,Ordinary Share,Stuttgart Stock Exchange,Germany
Amira Ver Werkst Ord Shs,AMIG.MU^G17,DE0007647000,D87227100,Ordinary Share,Munich Stock Exchange,Germany
CJ Vogel Ord Shs,VOGG.BE^C14,DE0007658007,D88709114,Ordinary Share,Berlin Stock Exchange,Germany
Aktiengesellshaft TOKUGAWA Ord Shs,T1WG.H^A18,DE0006281645,D0R919107,Ordinary Share,Hamburg Stock Exchange,Germany
Krefelder Hotel Class A Ord Shs,KHOGa.D^D07,DE0006333529,D41000106,Ordinary Share,Dusseldorf Stock Exchange,Germany
Agrarius K Ord Shs,AU2Bk.BE^G21,DE000A2BPL90,D0R60M139,Ordinary Share,Berlin Stock Exchange,Germany
Thielert Ord Shs,T3CGn.MU^A13,DE0006052079,D28498109,Ordinary Share,Munich Stock Exchange,Germany
eteleon e-solutions Ord Shs,E9EG.BE^H11,DE000A0JNF60,D2561V104,Ordinary Share,Berlin Stock Exchange,Germany
Brm Strassenbahn Ord Shs,BRSG.BE^L17,DE0008222001,D13608100,Ordinary Share,Berlin Stock Exchange,Germany
Cloppenburg Auto Ord Shs,CLGG.D^D15,DE0005015606,D02296107,Ordinary Share,Dusseldorf Stock Exchange,Germany
Weber & Ott AG Ord Shs,WEOG.MU^G16,DE0007762502,D95502106,Ordinary Share,Munich Stock Exchange,Germany
Mediantis Ord Shs,BEHG.MU^G16,DE000A1DAG77,D5314U158,Ordinary Share,Munich Stock Exchange,Germany
Softship Ord Shs,SFOG.H^J18,DE0005758304,D7045A105,Ordinary Share,Hamburg Stock Exchange,Germany
Versatel N Ord Shs,VTWGn.SG^A13,DE000A0M2ZK2,D8768H103,Ordinary Share,Stuttgart Stock Exchange,Germany
Zeag Energie Ord Shs,WPCG.SG^A16,DE0007816001,D98359108,Ordinary Share,Stuttgart Stock Exchange,Germany
Baumwollsp Gron Ord Shs,BSOG.BE^G10,DE0005171706,D06496109,Ordinary Share,Berlin Stock Exchange,Germany
SHF Communication Technologies Ord Shs,S4KG.BE^J18,DE000A0KPMZ7,D69539126,Ordinary Share,Berlin Stock Exchange,Germany
Piper Deutschland Ord Shs,PIPG.MU^A17,DE0006924202,D61064107,Ordinary Share,Munich Stock Exchange,Germany
Haus & Heim Ord Shs,HUHG.SG^K10,DE0006056005,D31253103,Ordinary Share,Stuttgart Stock Exchange,Germany
Franca Equity Ord Shs,WJB.H^E16,DE000A0LR878,D9696K101,Ordinary Share,Hamburg Stock Exchange,Germany
Aluminiumwk Unna Ord Shs,MSUG.D^L14,DE0006601602,D03444110,Ordinary Share,Dusseldorf Stock Exchange,Germany
Schoeller Eitorf Common Stock,SKEG.D^K03,DE0007196008,D68303102,Ordinary Share,Dusseldorf Stock Exchange,Germany
Privatkundenbank Common Stock,NKKG.HA^L03,DE0008083304,D56789106,Ordinary Share,Hanover Stock Exchange,Germany
Jodquellen Common Stock,JQUG.MU^D05,DE0006216500,D37295108,Ordinary Share,Munich Stock Exchange,Germany
Shigo Asia Ord Shs,A5GG.SG^K12,DE000A0S9NM3,D69285100,Ordinary Share,Stuttgart Stock Exchange,Germany
Rathgeber AG Ord Shs,WJRG.MU^H12,DE0007003006,D63458109,Ordinary Share,Munich Stock Exchange,Germany
Leonardo Venture Ord Shs,L3VG.D^L13,DE0005878763,undefined,Ordinary Share,Dusseldorf Stock Exchange,Germany
Da Vinci Luxury Ord Shs,OJXG.BE^D18,DE0005188304,D9829A103,Ordinary Share,Berlin Stock Exchange,Germany
Gruschwitz Text Ord Shs,GRTG.BE^H16,DE0005910004,D2908Q107,Ordinary Share,Berlin Stock Exchange,Germany
aligna Ord Shs,PSTG.H^A12,DE0005471809,D03165103,Ordinary Share,Hamburg Stock Exchange,Germany
AVW Immobilien Ord Shs,AVWG.H^B20,DE0005088900,D0524R103,Ordinary Share,Hamburg Stock Exchange,Germany
Teutoburger Wald-Eisenbahn Series B Ord Shs,TWEGb.H^L11,DE0008303264,D83294112,Ordinary Share,Hamburg Stock Exchange,Germany
BID Boerseninfo Common Stock,BDBG.BE^J04,DE0005227706,D11536113,Ordinary Share,Berlin Stock Exchange,Germany
VSM Ord Shs,VSMG.BE^A15,DE0007637001,D86714116,Ordinary Share,Berlin Stock Exchange,Germany
CCP Ord Shs,CC1G.BE^A15,DE000A0H1P22,D14731109,Ordinary Share,Berlin Stock Exchange,Germany
Dt Aerztevers Ord Shs,DAVGn.D^G07,DE0008409202,D17723103,Ordinary Share,Dusseldorf Stock Exchange,Germany
Group Techs Ord Shs,GRPG.MU^J03,DE0005556112,D2874A102,Ordinary Share,Munich Stock Exchange,Germany
Kuehlhaus Zentrum Ord Shs,KUZG.H^D11,DE0006336100,D47783101,Ordinary Share,Hamburg Stock Exchange,Germany
SWL Sustainable Wealth Lab Ord Shs,JZ1G.SG^C16,DE0005459556,D9T58L100,Ordinary Share,Stuttgart Stock Exchange,Germany
GL Ord Shs,GALG.D^B09,DE0005853105,D2753M128,Ordinary Share,Dusseldorf Stock Exchange,Germany
Holcim (Deutschland) Ord Shs,BPCG.BE^B13,DE0005259006,D13216102,Ordinary Share,Berlin Stock Exchange,Germany
Kammgarnspi Ord Shs,KZLG.BE^B09,DE0006468002,D38036105,Ordinary Share,Berlin Stock Exchange,Germany
Pfandfinanz Holding Ord Shs,PFNA.BE^A15,DE000A1X3TA0,D6077A132,Ordinary Share,Berlin Stock Exchange,Germany
Bioenergy Capital Ord Shs,BIY.MU^D17,DE000A0MF111,D11352107,Ordinary Share,Munich Stock Exchange,Germany
Elektrische Licht und Kraftanlagen Ord Shs,ELKG.BE^H19,DE0005254007,D24575116,Ordinary Share,Berlin Stock Exchange,Germany
Rheintex Verwaltungs Ord Shs,RHTG.D^F18,DE0007034001,D64598101,Ordinary Share,Dusseldorf Stock Exchange,Germany
Goldrooster Ord Shs,GO8.BE^D15,DE000A0AYYU6,D0R543113,Ordinary Share,Berlin Stock Exchange,Germany
Lintec Information Technologies Ord Shs,LICGk.D^F11,DE000A0TGJ71,D50481163,Ordinary Share,Dusseldorf Stock Exchange,Germany
vOffice Ord Shs,T0C.D^L21,DE000A0LYDS1,D0212A107,Ordinary Share,Dusseldorf Stock Exchange,Germany
Marseille Kliniken Ord Shs,MKANn.H^H14,DE000A1TNRR7,D5242L163,Ordinary Share,Hamburg Stock Exchange,Germany
AGIV Real Estate Ord Shs,AGV.BE^H21,DE0006911324,D0158F110,Ordinary Share,Berlin Stock Exchange,Germany
Wuertt Leinen Ord Shs,WLIG.SG^J12,DE0007802001,D97764100,Ordinary Share,Stuttgart Stock Exchange,Germany
Allgaeuer Alpenwasser Ord Shs,AAWKk.MU^A12,DE000A1KRM14,D0321P102,Ordinary Share,Munich Stock Exchange,Germany
Hist Wertpapiere Ord Shs,HIWG.MU^F18,DE0005020101,D02371108,Ordinary Share,Munich Stock Exchange,Germany
Sedlbauer AB Ord Shs,SED1.H^C17,DE0007224602,D69187108,Ordinary Share,Hamburg Stock Exchange,Germany
Germania-Epe AG Ord Shs,BSGG.D^H15,DE0005171607,D2813Z143,Ordinary Share,Dusseldorf Stock Exchange,Germany
Advantec Ord Shs,ADWG.H^D17,DE000A0E95R6,D01912118,Ordinary Share,Hamburg Stock Exchange,Germany
IC Immobilien Holding Ord Shs,I7OG.MU^B20,DE0005632160,D3R676107,Ordinary Share,Munich Stock Exchange,Germany
Wallstreet-Online Capital Ord Shs,WO8G.BE^A15,DE000A0HL762,D9541D104,Ordinary Share,Berlin Stock Exchange,Germany
Achterbahn Ord Shs,ACHG.BE^G13,DE0005007405,D00532107,Ordinary Share,Berlin Stock Exchange,Germany
Zucker & Co Immobilien & Beteiligungs Ord Shs,ZUKG.SG^E15,DE0007860009,D98664101,Ordinary Share,Stuttgart Stock Exchange,Germany
Aqua Society Ord Shs,AQAS.PK^L11,US03841C1009,03841C100,Ordinary Share,US 'Other OTC' and Grey Market,Germany
Lagerland Ord Shs,LALG.MU^F09,DE0007656308,D4840Y107,Ordinary Share,Munich Stock Exchange,Germany
Innstadt Ord Shs,ESBI.MU^D11,DE0006207202,D35756101,Ordinary Share,Munich Stock Exchange,Germany
Innovativ Capital Ord Shs,I3CG.H^L18,DE000A0H5057,D3573Q133,Ordinary Share,Hamburg Stock Exchange,Germany
Altenburger Ord Shs,VASG.SG^L15,DE0007678005,D86030109,Ordinary Share,Stuttgart Stock Exchange,Germany
Hoffmann AHG Ord Shs,OC3.H^J18,DE000A1C8113,D5868N105,Ordinary Share,Hamburg Stock Exchange,Germany
Dragon Holdings Ord Shs,DRAN.BE^C16,DE000A1CTDS8,D2297D105,Ordinary Share,Berlin Stock Exchange,Germany
Piper Jet Maintenance Ord Shs,BSZ.BE^B16,DE0008211202,D0978J102,Ordinary Share,Berlin Stock Exchange,Germany
Augsburger Kammgarn Spinnerei Ord Shs,AKSG.H^E16,DE0005062004,D04368102,Ordinary Share,Hamburg Stock Exchange,Germany
m4e Ord Shs,MU4G.H^C19,DE000A0MSEQ3,D5401D101,Ordinary Share,Hamburg Stock Exchange,Germany
Derby Cycle Ord Shs,DCTG.HA^A13,DE000A1H6HN1,D1758P136,Ordinary Share,Hanover Stock Exchange,Germany
TERREX Handels Ord Shs,VRWG.D^D16,DE0007636003,D83237103,Ordinary Share,Dusseldorf Stock Exchange,Germany
Deutsche Beamtenvors.Immob.holding Ord Shs,DVUG.MU^D17,DE0005222947,D1765F105,Ordinary Share,Munich Stock Exchange,Germany
Jeserich Johann Ord Shs,JESG.BE^I04,DE0006216005,D3722L118,Ordinary Share,Berlin Stock Exchange,Germany
Ventegis Capital Ord Shs,VEGG.BE^B14,DE0003304333,D85982110,Ordinary Share,Berlin Stock Exchange,Germany
Aach Strassenb Common Stock,ASEG.BE^H05,DE0008200007,D00281101,Ordinary Share,Berlin Stock Exchange,Germany
Wohnbau Schwarzwald Ord Shs,WBAG.BE^H13,DE0007790909,D97010108,Ordinary Share,Berlin Stock Exchange,Germany
Vestcorp AG Ord Shs,VESGn.MU^I20,DE000A0Z2334,D8803E107,Ordinary Share,Munich Stock Exchange,Germany
Confidence Holding Ord Shs,1Z8.H^D17,DE000A1X3WB2,D3R8AW102,Ordinary Share,Hamburg Stock Exchange,Germany
VGT AG Ord Shs,VGTG.D^D13,DE0007615601,D87911109,Ordinary Share,Dusseldorf Stock Exchange,Germany
Stolberger Telecom Ord Shs,SZIG.D^G14,DE0007279010,D81584118,Ordinary Share,Dusseldorf Stock Exchange,Germany
MDB Ord Shs,MDBG.MU^A16,DE0006583107,D5451B138,Ordinary Share,Munich Stock Exchange,Germany
Ariston Real Estate Ord Shs,A3EB.SG^C17,DE000A2AAAA4,D0435M151,Ordinary Share,Stuttgart Stock Exchange,Germany
Solutronic Ord Shs,SLTR.SG^B14,DE000A1E8NE7,D704DZ101,Ordinary Share,Stuttgart Stock Exchange,Germany
Biolitec Ord Shs,BIBG.MU^E13,DE0005213409,D1171E106,Ordinary Share,Munich Stock Exchange,Germany
Integrata Ord Shs,ITRG.SG^K18,DE0006213101,D35827100,Ordinary Share,Stuttgart Stock Exchange,Germany
Your Drinks Ord Shs,BLTG.BE^I19,DE0005233407,D12040107,Ordinary Share,Berlin Stock Exchange,Germany
Dahlbusch Ord Shs,DALG.SG^H20,DE0005213003,D16611119,Ordinary Share,Stuttgart Stock Exchange,Germany
Heroes Ord Shs,B7V.D^C21,DE000A0B9VF9,D1214Z108,Ordinary Share,Dusseldorf Stock Exchange,Germany
Hambgr Getrde-Ls Ord Shs,HGLG.H^I18,DE0006011505,D29429111,Ordinary Share,Hamburg Stock Exchange,Germany
Tiptel Ord Shs,TIPT.D^A15,DE0007483604,D8401P108,Ordinary Share,Dusseldorf Stock Exchange,Germany
AHAG Wertpapier Ord Shs,AHHG.D^K12,DE0005013304,D6947P103,Ordinary Share,Dusseldorf Stock Exchange,Germany
Mfbk Mller-Wngtn Ord Shs,MWEG.MU^J07,DE0006579006,D55364109,Ordinary Share,Munich Stock Exchange,Germany
Kaufring AG Ord Shs,KAUG.D^E13,DE0006290703,D3855R106,Ordinary Share,Dusseldorf Stock Exchange,Germany
Guenther & Sohn Ord Shs,GUSG.BE^A13,DE0005912000,D2909P108,Ordinary Share,Berlin Stock Exchange,Germany
Popnet Internet Ord Shs,PNZG.BE^A10,DE0006228109,D6150J109,Ordinary Share,Berlin Stock Exchange,Germany
LUWAG Leben und Wohnen Ord Shs,I3VG.BE^K11,DE0005489652,D5148Q100,Ordinary Share,Berlin Stock Exchange,Germany
Solen Ord Shs,P1YKk.MU^G14,DE000A1RFNB0,D7067K114,Ordinary Share,Munich Stock Exchange,Germany
CBF China Bio-Fertilizer Ord Shs,CBFG.BE^C14,DE000A0AFEV5,D1493C101,Ordinary Share,Berlin Stock Exchange,Germany
Q Charge Europe Ord Shs,QAG.BE^A15,DE000A0WMK34,D6246A104,Ordinary Share,Berlin Stock Exchange,Germany
Bochum Ord Shs,BGSG.D^J16,DE0008216003,D12152100,Ordinary Share,Dusseldorf Stock Exchange,Germany
Betonusa Ord Shs,C3GGk.SG^C13,DE000A0SLP77,D09914116,Ordinary Share,Stuttgart Stock Exchange,Germany
Moenus Ord Shs,MOEG.D^E13,DE0006621006,D54623224,Ordinary Share,Dusseldorf Stock Exchange,Germany
SPAG St Petersb Ord Shs,PIBG.SG^J13,DE000A0XYLR1,D8167X188,Ordinary Share,Stuttgart Stock Exchange,Germany
StarDSL Ord Shs,IKHK.BE^B20,DE000A2AA105,D8T9CU117,Ordinary Share,Berlin Stock Exchange,Germany
Realtos Ord Shs,SVAG.BE^E16,DE0007205809,D6705Y106,Ordinary Share,Berlin Stock Exchange,Germany
Solar Millennium Ord Shs,S2MG.MU^L18,DE0007218406,D70490111,Ordinary Share,Munich Stock Exchange,Germany
EcoUnion Ord Shs,KN1G.SG^D20,DE0005479604,D39348103,Ordinary Share,Stuttgart Stock Exchange,Germany
GTG Dienstleis Ord Shs,BTUG.SG^B21,DE0005158406,D0534L104,Ordinary Share,Stuttgart Stock Exchange,Germany
Eutex European TelCo Exchange Ord Shs,E2TG.SG^G12,DE0005565329,undefined,Ordinary Share,Stuttgart Stock Exchange,Germany
Sonne Wind N Ord Shs,SYWGn.BE^F19,DE0005870919,D76102108,Ordinary Share,Berlin Stock Exchange,Germany
118000 Ord Shs,Z18G.MU^J13,DE0006911902,D73463107,Ordinary Share,Munich Stock Exchange,Germany
7days music entertainment Ord Shs,7DMEG.D^A15,DE000A1EWXW8,D6949H109,Ordinary Share,Dusseldorf Stock Exchange,Germany
K M Moebel Ord Shs,KUMG.D^C16,DE0006303001,D3926T107,Ordinary Share,Dusseldorf Stock Exchange,Germany
Hirsch AG Ord Shs,HISCH.D^A14,DE0006065105,D32878106,Ordinary Share,Dusseldorf Stock Exchange,Germany
Versandhandelabwicklungsges. in Neumuenster Ord Shs,OPP1.H^H21,DE0006864705,D59069100,Ordinary Share,Hamburg Stock Exchange,Germany
ARQUANA Intl Print & Media Ord Shs,NIEG.BE^K12,DE0006781008,D56561109,Ordinary Share,Berlin Stock Exchange,Germany
Heyde Ord Shs,HEYG.BE^H11,DE0006026701,D32696102,Ordinary Share,Berlin Stock Exchange,Germany
GBS Asset Management Ord Shs,GA2G.H^I18,DE0005898704,D2767S103,Ordinary Share,Hamburg Stock Exchange,Germany
Camelot tele.communication.online Ord Shs,CTKG.MU^G14,DE0005010896,D48585109,Ordinary Share,Munich Stock Exchange,Germany
Schneider Technologies Ord Shs,SRFG.D^F12,DE0007193401,D68132105,Ordinary Share,Dusseldorf Stock Exchange,Germany
GBAG Ord Shs,GBAG.SG^G11,DE0005856603,D27569108,Ordinary Share,Stuttgart Stock Exchange,Germany
Deinboeck Ord Shs,DVEG.SG^I14,DE000A0D6505,D1730M201,Ordinary Share,Stuttgart Stock Exchange,Germany
Cinemedia K Ord Shs,B5SKk.SG^H20,DE000A1YDEE4,D0963B122,Ordinary Share,Stuttgart Stock Exchange,Germany
GRUEZI Real Estate Ord Shs,GRPG.SG^F12,DE000A0LR423,D3072K108,Ordinary Share,Stuttgart Stock Exchange,Germany
Schichau Seebeck Ord Shs,SUWG.BE^D10,DE0007173502,D94922107,Ordinary Share,Berlin Stock Exchange,Germany
Aureum Realwert Ord Shs,TRBIk.H^A20,DE000A0N3FJ3,D3428N103,Ordinary Share,Hamburg Stock Exchange,Germany
Jean Pierre Rosselet Cosmetics Ord Shs,MC9K.SG^C16,DE000A1EWYS4,D53998148,Ordinary Share,Stuttgart Stock Exchange,Germany
Ravensberger Ord Shs,RAVG.D^D14,DE0007005001,D63629113,Ordinary Share,Dusseldorf Stock Exchange,Germany
SAG Solarstrom Ord Shs,SSOG.H^E15,DE0007021008,D68674106,Ordinary Share,Hamburg Stock Exchange,Germany
DTA Holding Ord Shs,DTAGF.PK^H09,DE0005540207,D2128W108,Ordinary Share,US 'Other OTC' and Grey Market,Germany
Rhein Kalkwerke Common Stock,RWKG.D^K02,DE0007040008,D64712108,Ordinary Share,Dusseldorf Stock Exchange,Germany
Plettac Ord Shs,PLTG.D^C20,DE0006928203,D6132Y109,Ordinary Share,Dusseldorf Stock Exchange,Germany
TonerPartner.de Ord Shs,A7U.BE^G16,DE000A1ML7M5,D0482C106,Ordinary Share,Berlin Stock Exchange,Germany
Provaluta Recycling Ord Shs,PCVG.H^A16,DE000A1C4245,D6123X102,Ordinary Share,Hamburg Stock Exchange,Germany
Berliner Ord Shs,BFIG.BE^K16,DE0005213102,D09352101,Ordinary Share,Berlin Stock Exchange,Germany
IVG Immobilien-Mgmt Ord Shs,7IM.MU^C14,DE000A0TGPS5,D3R2AK101,Ordinary Share,Munich Stock Exchange,Germany
Arbomedia Ord Shs,RBXG.BE^G12,DE0005489306,D04004111,Ordinary Share,Berlin Stock Exchange,Germany
Minaya Capital Ord Shs,M7C.D^I20,DE000A0LA2F5,D5443A107,Ordinary Share,Dusseldorf Stock Exchange,Germany
BTBS Born to be styled Ord Shs,T21.MU^F18,DE000A0M1JE1,D8352R103,Ordinary Share,Munich Stock Exchange,Germany
mergedmedia Ord Shs,MMH.H^I16,DE000A0STWY4,D5405J104,Ordinary Share,Hamburg Stock Exchange,Germany
Medicus Homecare Ord Shs,MDCR.PK^L18,US58471F1049,58471F104,Ordinary Share,US 'Other OTC' and Grey Market,Germany
Tintbright Ord Shs,TINTB.LU^L18,DE000A1PG7W8,D8T5AU109,Ordinary Share,Luxembourg Stock Exchange,Germany
Four Gates Ord Shs,OFLG.H^D17,DE0005869135,D58792116,Ordinary Share,Hamburg Stock Exchange,Germany
M + S Elektronik Ord Shs,MUSG.BE^L20,DE0006617400,D5515E102,Ordinary Share,Berlin Stock Exchange,Germany
H&R Ord Shs,2HRA.H^J16,DE000A14KL23,D34136149,Ordinary Share,Hamburg Stock Exchange,Germany
SICK AG Ordinary Shares,SK6G.BE^E06,DE0007237208,D6956P101,Ordinary Share,Berlin Stock Exchange,Germany
Capital One Ord Shs,8CA.D^C20,DE000A0SMU79,D1R4WP106,Ordinary Share,Dusseldorf Stock Exchange,Germany
Regio Capital Ord Shs,RE0.D^G19,DE000A0RE7X7,D6433D101,Ordinary Share,Dusseldorf Stock Exchange,Germany
Froehlich Bau Ord Shs,FROG.BE^L20,DE0005790307,D27377106,Ordinary Share,Berlin Stock Exchange,Germany
Trinkaus Private Equity M 3 Ord Shs,T9BG.D^C17,DE000TB87DU2,D8449B103,Ordinary Share,Dusseldorf Stock Exchange,Germany
